id,name,park
241823,Blodgett Campground,Bitterroot National Forest
249803,Blowing Springs Campground,George Washington & Jefferson National Forest
238999,Blowout Campground,Caribou-Targhee National Forest
244193,Blue Pool Campground (Middle Fork Ranger District),Willamette National Forest
245368,Blue Spruce Campground,Dixie National Forest
258969,Blue West Campground,Lake Meredith National Recreation Area
240693,Rocky Bluff Campground,Nez Perce-Clearwater National Forests
236586,Kingfisher Island Boat-in Campground,Ashley National Forest
236700,White Oak Boat-In Campground,Daniel Boone National Forest
237056,Little Cove Boat-In Campground,Deschutes National Forest
238287,Captains Point Boat-In Campground,SHASTA-TRINITY NATIONAL FOREST
238296,Mariners Roost Boat-In Campground,SHASTA-TRINITY NATIONAL FOREST
238302,Ridgeville Boat-In Campground,SHASTA-TRINITY NATIONAL FOREST
238303,Ridgeville Island Boat-In Campground,SHASTA-TRINITY NATIONAL FOREST
238402,Gooseneck Cove Boat-In Campground,SHASTA-TRINITY NATIONAL FOREST
238403,Greens Creek Boat-In Campground,SHASTA-TRINITY NATIONAL FOREST
238404,Ski Island Boat-In Campground,SHASTA-TRINITY NATIONAL FOREST
238243,Bob Lake Campground,Ottawa National Forest
252264,Bobbie Thomson Campground,Medicine Bow-Routt NFs & Thunder Basin NG
238258,Bobcat Lake Campground,Ottawa National Forest
246814,Boca Chita & Elliott Key Campgrounds,Biscayne National Park
239908,Iron Bog Campground,Salmon-Challis National Forest
238040,Boiling Springs Campground,Boise National Forest
266451,Bolan Lake Campground,Rogue River-Siskiyou National Forest
271930,Bonito Campground,Coconino National Forest Recreation
252386,Bonney Meadow Campground,Mt. Hood National Forest
261703,North Boulder Lake Campgrounds,Boulder Lake Recreation Area
266232,Boulder Lake Campground,Bridger-Teton National Forest
237715,Boundary Campground,Wallowa Whitman National Forest
245220,Boundary Campground,Sawtooth National Forest
246059,Forest Boundary Campground,Umatilla National Forest
244195,Broken Bowl Campground,Willamette National Forest
273926,Snowberry Bowl Campground,Okanogan-Wenatchee National Forest
245159,Bowns Campground,Sawtooth National Forest
239002,Box Canyon Campground,Caribou-Targhee National Forest
253888,Boxelder Forks Campground,Black Hills National Forest
234955,West Branch Campground,Klamath National Forest
240613,Davis Branch Campground,Cherokee National Forest
202062,Trail Creek Bridge Campground,Blackfoot River
202067,Morgans Bridge Campground,Blackfoot River
235707,Bridge Campground,San Juan National Forest
236585,Bridge Campground,Ashley National Forest
238390,McCloud Bridge Campground,SHASTA-TRINITY NATIONAL FOREST
239075,Pole Bridge Campground,Caribou-Targhee National Forest
239822,Hune Bridge Campground,Wayne National Forest
245525,Lumsden Bridge Campground,Stanislaus National Forest
252452,Carter Bridge Campground,Mt. Hood National Forest
271728,Red Bridge Campground,Lake Fork of The Gunnison Riv.
272257,Natural Bridges Campground,Natural Bridges National Monument
247219,Bridger Campground,Uinta-Wasatch-Cache National Forest
266453,Briggs Creek Campground,Rogue River-Siskiyou National Forest
245554,Brightman Flat Campground,Stanislaus National Forest
249351,Bristol Head Campground,Rio Grande National Forest
240437,Brooks Lake Campground,Shoshone National Forest
252682,Brookshire Campground,Los Padres National Forest
238898,Brown Creek Campground,Olympic National Forest
265455,Browns Lake Campground,Colville National Forest
270792,Sam Brown Campground,Rogue River-Siskiyou National Forest
240310,Brownlee Campground,Payette National Forest
249615,Brule River Campground,Chequamegon-Nicolet NF
245333,Ebenezer Bryce Campground,Dixie National Forest
235311,Buck Creek Campground,Mt. Baker-Snoqualmie National Forest
238067,Buck Mountain Campground,Boise National Forest
249031,Lower Bucks Campground,Plumas National Forest
270616,Buck Spring Campground,Malheur National Forest
241582,Buffalo Crossing Campground,Apache-Sitgreaves National Forest
246796,Buffalo Gap Campground,Dakota Prairie National Grasslands
274351,Buffalo Creek Campground,South Bighorn/Red Wall Backcountry Byway
254059,Buffaloberry Campground,North Platte River
241240,Bull Mountain Campground,Arapaho & Roosevelt National Forests Pawnee NG
245988,Bull Prairie Lake Campground,Umatilla National Forest
258808,Bullfrog RV & Campground,Glen Canyon National Recreation Area
240292,Burgdorf Campground,Payette National Forest
238254,Burned Dam Campground,Ottawa National Forest
259063,Burnwood Group Campsite,New River Gorge National River
271796,Burr Oak Cove Campground,Wayne National Forest
259043,Jeff Busby Campground,Natchez Trace Parkway
236105,Soda Butte Campground,Custer Gallatin National Forest
246192,Reservoir C Campground,Modoc National Forest
250076,Three C Rock Campground,Umpqua National Forest
247142,Meeks Cabin Campground,Uinta-Wasatch-Cache National Forest
244060,Camp Cadiz Campground,Shawnee National Forest
235004,Lovers Camp Campground,Klamath National Forest
236110,Timber Camp Campground,Custer Gallatin National Forest
236880,Lava Camp Lake Campground,Deschutes National Forest
240315,Camp Creek Campground,Payette National Forest
242331,Cedar Camp Campground,Mendocino National Forest
250165,Hobo Camp Campground,Umpqua National Forest
252453,Camp Ten (Olallie Lake) Campground,Mt. Hood National Forest
266343,Lambert Horse Camp Campground,Colville National Forest
272033,Happy Camp Campground,Fremont-Winema National Forest
273907,Domke Lake Stuart Camp Hatchery Campgrounds,Okanogan-Wenatchee National Forest
274095,Phelps Creek Campground/Horse Camp,Okanogan-Wenatchee National Forest
274136,Camp Four Campground,Okanogan-Wenatchee National Forest
238885,Campbell Tree Grove Campground,Olympic National Forest
10005775,Hidden Valley Campground,Joshua Tree National Park
10005778,White Tank Campground,Joshua Tree National Park
202059,Painted Rock Petroglyph Site and Campground,Lower Sonoran Field Office
202060,Riverview Campground,Gila Box Riparian National Conservation Area
202084,Cutthroat Trout Campground,Blackfoot River
202085,Sage Hen Flats Campground,Blackfoot River
202162,Red Cliffs Campground,Red Cliffs National Conservation Area
233121,ERBIE GROUP CAMPGROUND,Buffalo National River
234820,Lee Creek Campground,Lolo National Forest
234830,Dalles Campground,Lolo National Forest
234839,Kreis Pond Campground,Lolo National Forest
234847,West Fork Fishtrap Creek Campground,Lolo National Forest
234870,East Creek Campground,Beaverhead-Deerlodge National Forest
234890,North Van Houten Campground,Beaverhead-Deerlodge National Forest
234900,Cottonwood Campground,Beaverhead-Deerlodge National Forest
234903,Hilltop Campground,Beaverhead-Deerlodge National Forest
234904,Madison Campground,Beaverhead-Deerlodge National Forest
234917,Toll Mountain Campground,Beaverhead-Deerlodge National Forest
234923,Copper Creek Campground,Beaverhead-Deerlodge National Forest
234924,Crystal Creek Campground,Beaverhead-Deerlodge National Forest
234930,Spillway Campground,Beaverhead-Deerlodge National Forest
234993,East Fork Campground,Klamath National Forest
234994,Hotelling Campground,Klamath National Forest
234995,Idlewild Campground,Klamath National Forest
235001,Hidden Horse Campground,Klamath National Forest
235091,CASTLE ROCK CAMPGROUND,Fishlake National Forest
235138,LITTLE RESERVOIR CAMPGROUND,Fishlake National Forest
235162,UPPER PLEASANT CREEK CAMPGROUND,Fishlake National Forest
235245,San Juan Campground,Mt. Baker-Snoqualmie National Forest
235267,Evans Creek Campground,Mt. Baker-Snoqualmie National Forest
235712,Cimarrona Campground,San Juan National Forest
235728,Kroeger Campground,San Juan National Forest
235731,Lower Piedra Campground,San Juan National Forest
235751,Sig Creek Campground,San Juan National Forest
235755,South Mineral Campground,San Juan National Forest
235759,Teal Campground,San Juan National Forest
235761,Transfer Park Campground,San Juan National Forest
236081,Cherry Creek Campground,Custer Gallatin National Forest
236082,Chippy Park Campground,Custer Gallatin National Forest
236089,Falls Creek Campground,Custer Gallatin National Forest
236090,Halfmoon Campground,Custer Gallatin National Forest
236092,Hell's Canyon Campground,Custer Gallatin National Forest
236093,Hick's Park Campground,Custer Gallatin National Forest
236111,Tom Miner Campground,Custer Gallatin National Forest
236561,Stateline Cove Campground,Ashley National Forest
236576,East Park Campground,Ashley National Forest
236577,Kaler Hollow Campground,Ashley National Forest
236578,Oaks Park Campground,Ashley National Forest
236579,Paradise Park Campground,Ashley National Forest
236580,Whiterocks Campground,Ashley National Forest
236582,Swift Creek Campground,Ashley National Forest
236583,Riverview Campground,Ashley National Forest
236584,Reservoir Campground,Ashley National Forest
236587,Deep Creek Campground,Ashley National Forest
236697,S-Tree Campground,Daniel Boone National Forest
236874,Deep Creek Campground,Central Oregon
237734,Shady Campground,Wallowa Whitman National Forest
237741,Williamson Campground,Wallowa Whitman National Forest
237766,Pittsburg Campground,Wallowa Whitman National Forest
237789,Indian Crossing Campground,Wallowa Whitman National Forest
237794,Lick Creek Campground,Wallowa Whitman National Forest
237807,Moss Springs Campground,Wallowa Whitman National Forest
237809,North Fork Catherine Creek Campground,Wallowa Whitman National Forest
237818,Umapine Campground,Wallowa Whitman National Forest
237822,Coyote Campground,Wallowa Whitman National Forest
237826,Vigne Campground,Wallowa Whitman National Forest
237845,Eagle Forks Campground,Wallowa Whitman National Forest
237847,Elk Creek Campground,Wallowa Whitman National Forest
237849,Fish Lake Campground,Wallowa Whitman National Forest
237862,McBride Campground,Wallowa Whitman National Forest
237863,McCully Forks Campground,Wallowa Whitman National Forest
237867,Oregon Campground,Wallowa Whitman National Forest
237877,South Fork Campground,Wallowa Whitman National Forest
237878,Southwest Shore Campground,Wallowa Whitman National Forest
237887,Tamarack Campground,Wallowa Whitman National Forest
237893,Wetmore Campground,Wallowa Whitman National Forest
237894,Yellow Pine Campground,Wallowa Whitman National Forest
237915,Lower Wolf Creek Campground,Prescott National Forest
237921,Powell Springs Campground,Prescott National Forest
238032,Indian Hollow Campground,Kaibab National Forest
238039,Cartwright Ridge Campground,Boise National Forest
238043,Hollywood Campground,Boise National Forest
238045,Tie Creek Campground,Boise National Forest
238049,Troutdale Campground,Boise National Forest
238053,Castle Creek Campground,Boise National Forest
238054,Curlew Creek Campground,Boise National Forest
238055,Evans Creek Campground,Boise National Forest
238056,Ice Springs Campground,Boise National Forest
238057,Little Roaring River Lake Campground,Boise National Forest
238058,Pine Campground,Boise National Forest
238059,Spillway Campground,Boise National Forest
238064,South Fork Salmon River Campground,Boise National Forest
238065,Summit Lake Campground,Boise National Forest
238066,Trout Creek Campground,Boise National Forest
238069,Yellow Pine Campground,Boise National Forest
238070,Golden Gate Campground,Boise National Forest
238071,Ice Hole Campground,Boise National Forest
238077,Whoop Um Up Equestrian Campground,Boise National Forest
238078,Willow Creek Campground (Idaho City),Boise National Forest
238079,Power Plant Campground,Boise National Forest
238080,Queens River Campground,Boise National Forest
238082,Ninemeyer Campground,Boise National Forest
238085,Deadwood Campground,Boise National Forest
238087,Riverside Campground (Lowman) - reserve,Boise National Forest
238089,Deer Flat Campground,Boise National Forest
238098,Penny Springs Campground,Boise National Forest
238128,Minister Creek Campground,Allegheny National Forest
238232,Golden Lake Campground,Ottawa National Forest
238233,Paint River Forks Campground,Ottawa National Forest
238237,Perch Lake Campground,Ottawa National Forest
238241,Sturgeon River Campground,Ottawa National Forest
238252,Imp Lake Campground,Ottawa National Forest
238259,Henry Lake Campground,Ottawa National Forest
238260,Moosehead Lake Campground,Ottawa National Forest
238261,Pomeroy Lake Campground,Ottawa National Forest
238262,Langford Lake Campground,Ottawa National Forest
238288,Clark Springs Campground,SHASTA-TRINITY NATIONAL FOREST
238291,Cooper Gulch Campground,SHASTA-TRINITY NATIONAL FOREST
238295,Jackass Springs Campground,SHASTA-TRINITY NATIONAL FOREST
238306,Stoney Point Campground,SHASTA-TRINITY NATIONAL FOREST
238311,Tunnel Rock Campground,SHASTA-TRINITY NATIONAL FOREST
238314,Clear Creek Campground,SHASTA-TRINITY NATIONAL FOREST
238315,Eagle Creek Campground,SHASTA-TRINITY NATIONAL FOREST
238316,East Weaver Group Campground,SHASTA-TRINITY NATIONAL FOREST
238317,Goldfield Campground,SHASTA-TRINITY NATIONAL FOREST
238319,Preacher Meadow Campground,SHASTA-TRINITY NATIONAL FOREST
238320,Rush Creek Campground,SHASTA-TRINITY NATIONAL FOREST
238321,Scott Mountain Campground,SHASTA-TRINITY NATIONAL FOREST
238324,Trinity River Campground,SHASTA-TRINITY NATIONAL FOREST
238332,Hobo Gulch Campground,SHASTA-TRINITY NATIONAL FOREST
238334,Ripstein Campground,SHASTA-TRINITY NATIONAL FOREST
238343,Hell Gate Campground,SHASTA-TRINITY NATIONAL FOREST
238348,Scott Flat Campground,SHASTA-TRINITY NATIONAL FOREST
238351,Shiell Gulch Campground,SHASTA-TRINITY NATIONAL FOREST
238355,Deerlick Springs Campground,SHASTA-TRINITY NATIONAL FOREST
238357,Tomhead Saddle Campground,SHASTA-TRINITY NATIONAL FOREST
238361,Castle Lake Campground,SHASTA-TRINITY NATIONAL FOREST
238362,Gumboot Campground,SHASTA-TRINITY NATIONAL FOREST
238365,McBride Springs Campground,SHASTA-TRINITY NATIONAL FOREST
238366,Panther Meadows Campground,SHASTA-TRINITY NATIONAL FOREST
238367,Sims Flat Campground,SHASTA-TRINITY NATIONAL FOREST
238374,Harris Spring Campground,SHASTA-TRINITY NATIONAL FOREST
238379,Trout Creek Campground,SHASTA-TRINITY NATIONAL FOREST
238385,Gregory Creek Group Campground,SHASTA-TRINITY NATIONAL FOREST
238388,Lower Jones Valley Campground,SHASTA-TRINITY NATIONAL FOREST
238389,Upper Jones Valley Campground,SHASTA-TRINITY NATIONAL FOREST
238394,Deadlun Campground,SHASTA-TRINITY NATIONAL FOREST
238395,Madrone Campground,SHASTA-TRINITY NATIONAL FOREST
238400,Mariners Point Group Campground,SHASTA-TRINITY NATIONAL FOREST
238454,Chirpchatter Campground,SHASTA-TRINITY NATIONAL FOREST
238878,Klahanie Campground,Olympic National Forest
238879,Klahowya Campground,Olympic National Forest
238900,Collins Campground,Olympic National Forest
238901,Dungeness Forks Campground,Olympic National Forest
238903,Falls View Campground,Olympic National Forest
238906,Hamma Hamma Campground,Olympic National Forest
238914,Seal Rock Campground,Olympic National Forest
238976,Wynoochee Lake Shore Trailhead - Coho Campground,Olympic National Forest
239007,Cave Falls Campground,Caribou-Targhee National Forest
239013,Cold Springs Campground,Caribou-Targhee National Forest
239017,Diamond Creek Campground,Caribou-Targhee National Forest
239018,Dry Canyon Campground,Caribou-Targhee National Forest
239048,Marijuana Flat Campground,Caribou-Targhee National Forest
239049,McCoy Creek Campground,Caribou-Targhee National Forest
239052,Mill Canyon Campground,Caribou-Targhee National Forest
239062,Palisades Creek Campground,Caribou-Targhee National Forest
239072,Pine Creek Campground,Caribou-Targhee National Forest
239100,West End Campground,Caribou-Targhee National Forest
239314,Lindbergh Lake Campground,Flathead National Forest
239325,Upper Stillwater Lake Campground,Flathead National Forest
239326,Sylvia Lake Campground,Flathead National Forest
239349,Crocker Pond Campground,White Mountain National Forest
239405,Wild River Campground,White Mountain National Forest
239453,Hancock Campground,White Mountain National Forest
239516,Zealand Campground,White Mountain National Forest
239559,Jigger Johnson Campground,White Mountain National Forest
239578,Passaconaway Campground,White Mountain National Forest
239619,North Fork Campground,Six Rivers National Forest
239655,Nordheimer Group Campground,Six Rivers National Forest
239694,Zephyr Cove Resort & Campground,Lake Tahoe Basin Management Unit
239759,Cranberry Campground,Monongahela National Forest
239761,Summit Lake Campground,Monongahela National Forest
239762,Island Campground,Monongahela National Forest
239764,Laurel Fork Campground,Monongahela National Forest
239768,Day Run Campground,Monongahela National Forest
239769,Pocahontas Campground,Monongahela National Forest
239770,Tea Creek Campground,Monongahela National Forest
239774,Red Creek Campground,Monongahela National Forest
239812,Two Point Group Campground,Wayne National Forest
239821,Lane Farm Campground,Wayne National Forest
239824,Ring Mill Campground,Wayne National Forest
239836,Wickham Gulch Campground,Custer Gallatin National Forest
239837,Lantis Spring Campground,Custer Gallatin National Forest
239838,Reva Gap Campground,Custer Gallatin National Forest
239839,Ekalaka Park Campground,Custer Gallatin National Forest
239840,Picnic Spring Campground,Custer Gallatin National Forest
239842,Holiday Spring Campground,Custer Gallatin National Forest
239843,Red Shale Campground & Geocache Site,Custer Gallatin National Forest
239900,Iron Lake Campground,Salmon-Challis National Forest
239909,Phi Kappa Campground,Salmon-Challis National Forest
239933,Williams Lake Campground,Salmon-Challis National Forest
239934,Cougar Point Campground,Salmon-Challis National Forest
239935,Wallace Lake Campground,Salmon-Challis National Forest
239939,Deep Creek Campground,Salmon-Challis National Forest
239945,Thatcher Campground,Salmon-Challis National Forest
239946,Pole Flat Campground,Salmon-Challis National Forest
239948,Lola Creek Campground,Salmon-Challis National Forest
239950,Flat Rock Campground,Salmon-Challis National Forest
239953,Flat Rock Extension Campground,Salmon-Challis National Forest
239965,Mill Creek Trailhead & Campground,Salmon-Challis National Forest
239976,Lake Creek Trailhead & Campground,Salmon-Challis National Forest
240220,Tallulah River Campground,Recreation - Chattahoochee-Oconee National Forest
240221,Sarah's Creek Campground,Recreation - Chattahoochee-Oconee National Forest
240283,Shiefer Campground,Payette National Forest
240284,Kiwanis Campground,Payette National Forest
240312,Paradise Campground,Payette National Forest
240313,Justrite Campground,Payette National Forest
240316,Four Mile Campground,Payette National Forest
240398,Fox Creek Campground - Closed,Shoshone National Forest
240400,Island Lake Campground,Shoshone National Forest
240420,Newton Creek Campground,Shoshone National Forest
240429,Fiddlers Lake Campground,Shoshone National Forest
240434,Worthen Meadow Campground,Shoshone National Forest
240574,Tumbling Creek Campground,Cherokee National Forest
240588,Lost Creek Campground,Cherokee National Forest
240620,Rough Ridge Campground,Cherokee National Forest
240657,Mallard Creek Campground,Nez Perce-Clearwater National Forests
240658,Meadow Creek Campground,Nez Perce-Clearwater National Forests
240660,Newsome Campground,Nez Perce-Clearwater National Forests
240661,O'Hara Saddle Campground,Nez Perce-Clearwater National Forests
240664,Orogrande Summit Campground,Nez Perce-Clearwater National Forests
240666,Rainy Day Campground,Nez Perce-Clearwater National Forests
240667,Red River Campground,Nez Perce-Clearwater National Forests
240672,Six Mile Campground,Nez Perce-Clearwater National Forests
240681,Wildhorse Campground,Nez Perce-Clearwater National Forests
240689,Fish Creek Campground,Nez Perce-Clearwater National Forests
240720,CCC Campground,Nez Perce-Clearwater National Forests
240735,Castle Creek Campground,Nez Perce-Clearwater National Forests
240739,Dixie Meadow Campground,Nez Perce-Clearwater National Forests
240740,Five Mile Campground,Nez Perce-Clearwater National Forests
240795,Deerhead Campground,Lincoln National Forest
240798,Pines Campground,Lincoln National Forest
240799,Saddle Campground,Lincoln National Forest
240802,Sleepy Grass Campground,Lincoln National Forest
240957,McDougal Lake Campground,Superior National Forest
240958,Ninemile Lake Campground,Superior National Forest
240963,Temperance River Campground,Superior National Forest
240995,Two Island Lake Campground,Superior National Forest
241106,Dutch George Campground,Arapaho & Roosevelt National Forests Pawnee NG
241113,Grandview Campground,Arapaho & Roosevelt National Forests Pawnee NG
241116,Kelly Flats Campground,Arapaho & Roosevelt National Forests Pawnee NG
241121,Long Draw Campground,Arapaho & Roosevelt National Forests Pawnee NG
241125,North Fork Poudre Campground,Arapaho & Roosevelt National Forests Pawnee NG
241130,Sleeping Elephant Campground,Arapaho & Roosevelt National Forests Pawnee NG
241175,Meeker Park Overflow Campground,Arapaho & Roosevelt National Forests Pawnee NG
241183,Rainbow Lakes Campground,Arapaho & Roosevelt National Forests Pawnee NG
241217,Mizpah Campground,Arapaho & Roosevelt National Forests Pawnee NG
241244,Denver Creek Campground,Arapaho & Roosevelt National Forests Pawnee NG
241250,Horseshoe Campground,Arapaho & Roosevelt National Forests Pawnee NG
241252,Idlewild Campground,Arapaho & Roosevelt National Forests Pawnee NG
241260,Midland Group Campground,Arapaho & Roosevelt National Forests Pawnee NG
241269,Robbers Roost Campground,Arapaho & Roosevelt National Forests Pawnee NG
241280,Sugarloaf Campground,Arapaho & Roosevelt National Forests Pawnee NG
241282,Sunset Point Campground,Arapaho & Roosevelt National Forests Pawnee NG
241352,El Rito Campground,Carson National Forest
241357,Comales Campground,Carson National Forest
241360,La Sombra Campground,Carson National Forest
241361,Las Petacas Campground,Carson National Forest
241366,Junebug Campground,Carson National Forest
241367,McCrystal Campground,Carson National Forest
241370,Lower Hondo Campground,Carson National Forest
241372,Twining Campground,Carson National Forest
241422,Cypress Park Campground,Coronado National Forest
241423,Idlewilde Campground,Coronado National Forest
241427,Rustler Park Campground,Coronado National Forest
241429,Stewart Campground,Coronado National Forest
241430,Sunny Flat Campground,Coronado National Forest
241431,Sycamore Campground,Coronado National Forest
241444,Ramsey Vista Campground,Coronado National Forest
241445,Lakeview Campground,Coronado National Forest
241452,Shannon Campground,Coronado National Forest
241455,Cunningham Campground,Coronado National Forest
241456,Hospital Flat Campground,Coronado National Forest
241457,Riggs Flat Campground,Coronado National Forest
241459,Soldier Creek Campground,Coronado National Forest
241562,Honeymoon Campground,Apache-Sitgreaves National Forest
241566,Coal Creek Campground,Apache-Sitgreaves National Forest
241589,Raccoon Campground,Apache-Sitgreaves National Forest
241802,Lake Como Campground,Bitterroot National Forest
241810,Schumaker Campground,Bitterroot National Forest
241815,Three Frogs Campground,Bitterroot National Forest
241826,Charles Waters Campground,Bitterroot National Forest
241830,Gold Creek Campground,Bitterroot National Forest
241839,Crazy Creek Campground,Bitterroot National Forest
241851,Warm Springs Campground,Bitterroot National Forest
241861,Deep Creek Campground,Bitterroot National Forest
241868,Magruder Crossing Campground,Bitterroot National Forest
241873,Paradise Campground,Bitterroot National Forest
241885,Three Sisters Group Site Campground,Bitterroot National Forest
241889,Coulter Campground,Helena-Lewis and Clark National Forest
241890,Cromwell Dixon Campground,Helena-Lewis and Clark National Forest
241891,Kading Campground,Helena-Lewis and Clark National Forest
241894,Park Lake Campground,Helena-Lewis and Clark National Forest
241895,Vigilante Campground,Helena-Lewis and Clark National Forest
241896,Copper Creek Campground,Helena-Lewis and Clark National Forest
241897,Gipsy Lake Campground,Helena-Lewis and Clark National Forest
241898,Skidway Campground,Helena-Lewis and Clark National Forest
242332,Davis Flat Campground,Mendocino National Forest
242333,Dixie Glade Campground,Mendocino National Forest
242334,Fouts Campground,Mendocino National Forest
242336,Little Stony Campground,Mendocino National Forest
242337,Letts Lake Campground,Mendocino National Forest
242338,Mill Creek Campground,Mendocino National Forest
242340,North Fork Campground,Mendocino National Forest
242341,Old Mill Campground,Mendocino National Forest
242342,South Fork Campground,Mendocino National Forest
242344,Deer Valley Campground,Mendocino National Forest
242349,Fuller Grove Group Campground,Mendocino National Forest
242602,Evans Flat Campground,Sequoia National Forest
242635,Lower Peppermint Campground,Sequoia National Forest
242881,Rancho Nuevo Campground,Los Padres National Forest
243055,Circle Park Campground,Bighorn National Forest
243057,Deer Park Campground,Bighorn National Forest
243107,Lower Paintrock Lake Campground,Bighorn National Forest
243108,Medicine Lodge Lake Campground,Bighorn National Forest
243129,East Fork Campground,Bighorn National Forest
243165,Toadstool Geological Park and Campground,Nebraska National Forests and Grasslands
243166,Soldier Creek Campground,Nebraska National Forests and Grasslands
243236,Horse Flats Campground,Angeles National Forest
243239,Mt. Pacifico Campground,Angeles National Forest
243243,Guffy Campground,Angeles National Forest
243261,Messenger Flats Campground,Angeles National Forest
243262,Monte Cristo Campground,Angeles National Forest
243266,Manker Campground,Angeles National Forest
243578,Lily Pad Campground,Sierra National Forest
243595,Clover Meadow Campground,Sierra National Forest
243673,Smalley Cove Campground,Sierra National Forest
243677,Trapper Springs Campground,Sierra National Forest
243680,Upper Kings Group Campground,Sierra National Forest
243684,Marmot Rock Campground,Sierra National Forest
243810,Sedalia Campground,Francis Marion and Sumter National Forests
243896,Markleeville Campground,Humboldt-Toiyabe National Forest Headquarters
243903,Obsidian Campground,Humboldt-Toiyabe National Forest Headquarters
244069,Tower Rock Campground,Shawnee National Forest
244100,Elk Lake Campground,Willamette National Forest
244125,Lost Prairie Group Campground,Willamette National Forest
244139,Cougar Crossing Campground,Willamette National Forest
244149,Lookout Campground,Willamette National Forest
244202,Indigo Springs Campground,Willamette National Forest
244756,Elbert Creek Campground,PSICC
244761,Halfmoon East Campground,PSICC
244762,Halfmoon West Campground,PSICC
244788,Parry Peak Campground,PSICC
244805,Tabor Campground,PSICC
244808,Twin Peaks Campground,PSICC
244855,Coaldale Campground,PSICC
244858,Cottonwood Lake Campground,PSICC
244866,Iron City Campground,PSICC
244872,North Fork Campground,PSICC
244919,Lost Park Campground,PSICC
244935,Twin Eagles Campground,PSICC
244971,Green Mountain Campground,PSICC
244973,Hall Valley Campground,PSICC
244992,Osprey Campground,PSICC
244993,Ouzel Campground,PSICC
244994,Platte River Campground,PSICC
245129,Winding Stair Campground,Ouachita National Forest
245134,Pettit Lake Campground,Sawtooth National Forest
245161,Pioneer Campground,Sawtooth National Forest
245162,Willow Creek Campground,Sawtooth National Forest
245177,Upper Penstemon Campground,Sawtooth National Forest
245178,Schipper Campground,Sawtooth National Forest
245181,Father and Sons Campground,Sawtooth National Forest
245190,Third Fork Campground,Sawtooth National Forest
245194,Lake Cleveland Campground - West Side,Sawtooth National Forest
245206,Mill Flat Campground,Sawtooth National Forest
245207,Sublett Campground,Sawtooth National Forest
245215,Sawmill Campground,Sawtooth National Forest
245216,Federal Gulch Campground,Sawtooth National Forest
245217,Deer Creek Campground,Sawtooth National Forest
245218,Copper Creek/Garfield Campground,Sawtooth National Forest
245231,Wood River Campground,Sawtooth National Forest
245232,Caribou Campground,Sawtooth National Forest
245237,Murdock Campground,Sawtooth National Forest
245263,Iron Creek Campground,Sawtooth National Forest
245265,Lake View Campground,Sawtooth National Forest
245267,Grandjean Campground,Sawtooth National Forest
245281,Salmon River Campground,Sawtooth National Forest
245282,Casino Creek Campground,Sawtooth National Forest
245285,Lower O'Brien Campground,Sawtooth National Forest
245286,Upper O'Brien Campground,Sawtooth National Forest
245287,Whiskey Flats Campground,Sawtooth National Forest
245288,Holman Creek Campground,Sawtooth National Forest
245318,Sockeye Campground,Sawtooth National Forest
245336,Honeycomb Rocks Campground,Dixie National Forest
245473,Mitt Moody Campground,Dixie National Forest
245490,Silvertip Campground,Stanislaus National Forest
245492,Spicer Reservoir and Spicer Group Campgrounds,Stanislaus National Forest
245493,Stanislaus River Campground,Stanislaus National Forest
245494,Wakalu Hep Yo (Wild River) Campground,Stanislaus National Forest
245524,Lumsden Campground,Stanislaus National Forest
245526,South Fork Campground,Stanislaus National Forest
245527,Sweetwater Campground,Stanislaus National Forest
245528,Pines Campground,Stanislaus National Forest
245538,Fraser Flat Campground,Stanislaus National Forest
245539,Hull Creek Campground,Stanislaus National Forest
245555,Cascade Creek Campground,Stanislaus National Forest
245556,Clark Fork Campground,Stanislaus National Forest
245558,Dardanelle Campground,Stanislaus National Forest
245559,Deadman Campground,Stanislaus National Forest
245560,Eureka Valley Campground,Stanislaus National Forest
245561,Fence Creek Campground,Stanislaus National Forest
245563,Herring Creek Campground,Stanislaus National Forest
245564,Meadowview Campground,Stanislaus National Forest
245565,Mill Creek Campground,Stanislaus National Forest
245566,Niagara Creek Campground,Stanislaus National Forest
245567,Niagara OHV Campground,Stanislaus National Forest
245568,Pigeon Flat Campground,Stanislaus National Forest
245570,Sand Flat Campground,Stanislaus National Forest
245608,Grandview Campground,Inyo National Forest
245615,Sage Flat Campground,Inyo National Forest
245621,Forks Campground,Inyo National Forest
245622,Mountain Glen Campground,Inyo National Forest
245702,Cottonwood Pass Walk in Campground,Inyo National Forest
245733,Pine Grove Campground,Inyo National Forest
245993,Fairview Campground,Umatilla National Forest
246037,Olive Lake Campground,Umatilla National Forest
246060,Godman Campground/Trailhead,Umatilla National Forest
246079,Teal Spring Campground,Umatilla National Forest
246126,Target Meadows Campground,Umatilla National Forest
246155,Schonchin Springs Campground,Modoc National Forest
246158,Mill Creek Falls Campground,Modoc National Forest
246170,Reservoir F Campground,Modoc National Forest
246172,Lassen Creek Campground,Modoc National Forest
246174,Pepperdine Equestrian Campground,Modoc National Forest
246196,Cave Lake Campground,Modoc National Forest
246269,Thompson Reservoir Campground,Fremont-Winema National Forest
246790,Magpie Campground,Dakota Prairie National Grasslands
246797,CCC Campground,Dakota Prairie National Grasslands
246798,Summit Campground,Dakota Prairie National Grasslands
246818,Texas Springs Campground,Death Valley National Park
